"lon","lat","cmedv","crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat"
-71.0825,42.1698,19.6,4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87
-71.0833,42.175,23.2,3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36
-71.0732,42.184,29.8,4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66
-71.055,42.183,13.8,8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14
-71.0511,42.1879,13.3,6.39312,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1
-71.0565,42.188,16.7,4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68
-71.0528,42.192,12,15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91
-71.0558,42.1913,14.6,10.233,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03
-71.067,42.1945,21.4,14.3337,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.2,383.32,13.11
-71.1008,42.174,23,5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74
-71.095,42.173,23.7,5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74
-71.09,42.1665,25,5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2,395.28,7.01
-71.0975,42.1608,21.8,2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42
-71.0804,42.154,20.6,2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34
-71.075,42.1455,21.2,3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58
-71.0715,42.155,19.1,5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98
-71.065,42.161,20.6,4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45
-71.0189,42.2344,15.2,0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
-71.0228,42.2335,7,0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
-71.0245,42.2368,8.1,0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68
-71.016,42.2382,13.6,0.10574,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
-71.0297,42.2447,20.1,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35
-71.0125,42.2462,21.8,0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2,396.9,12.01
-71.0125,42.25,24.5,0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59
-71.0105,42.2547,23.1,0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6
-71.001,42.2525,19.7,0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14
-70.9947,42.2496,18.3,0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1
-71.005,42.2455,21.2,0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92
-70.9985,42.243,17.5,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1
-70.992,42.238,16.8,0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33
-70.986,42.2312,22.4,0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21,391.99,9.67
-70.991,42.2275,20.6,0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21,396.9,9.08
-70.9948,42.226,23.9,0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.9,5.64
-70.9875,42.224,22,0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21,393.45,6.48
-70.9825,42.221,19,0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21,396.9,7.88
